sentId,sentence,label
21497898-uobc-odd041511-0-title,Overdose deaths down 35 percent after opening of Vancouver s supervised injection site  UBC BC CfE study,1
21497898-uobc-odd041511-1-sentence,"Illicit drug overdose deaths in Vancouver's Downtown Eastside dropped by 35 per cent after the establishment of Insite, North America's first supervised injection facility, according a new study by researchers at the University of British Columbia and the British Columbia Centre for Excellence in HIV/AIDS.",1
21497898-uobc-odd041511-2-sentence,"Published today in The Lancet, the study is the first to assess the impact of supervised injection sites on overdose mortality.",3
21502234-uosf-mbw041511-0-title,Minorities born with heart defects at higher risk of dying in early childhood than whites,1
21502234-uosf-mbw041511-1-sentence,Hispanic black infants born with heart defects are more likely to die within the first five years of life than their non-Hispanic white and Hispanic peers.,1
21502234-uosf-mbw041511-2-sentence,"For certain types of congenital heart abnormalities, Hispanic children as well as non-Hispanic black children fare worse than non-Hispanic white children.",1
21507057-w-uot041811-0-title,Use of topical corticosteroids in children with eczema does not have negative side effects,3
21507057-w-uot041811-1-sentence,"A new study published in the journal Pediatric Dermatology reveals that routine, long-term use of topical corticosteroids (TCS) for treating children with eczema does not cause any significant, negative side effects.",3
21507057-w-uot041811-2-sentence,Parental phobia of TCS is widespread and leads to poorly managed eczema in children.,3
21511837-ason-glf042211-0-title,Green light for flu vaccine in transplant recipients,0
21511837-ason-glf042211-1-sentence,"Getting vaccinated against the flu lowers kidney transplant recipients' risk of organ loss and death, according to a study appearing in an upcoming issue of the Clinical Journal of the American Society Nephrology (CJASN).",3
21511837-ason-glf042211-2-sentence,The results suggest that concerns about the safety of the influenza vaccine in transplant recipients are unwarranted.,0
21511839-ason-kdc041511-1-sentence,"Chronic kidney disease (CKD) is common and linked with heart disease in the very elderly, according to a study appearing in an upcoming issue of the Clinical Journal of the American Society Nephrology (CJASN).",1
21511839-ason-kdc041511-2-sentence,CKD is a major public health problem that disproportionately affects the elderly.,0
21511839-ason-kdc041811-0-title,Kidney disease coupled with heart disease common problem in elderly,1
21511839-ason-kdc041811-1-sentence,Patients on peritoneal dialysis (PD) typically have a higher early survival rate than patients on hemodialysis (HD).,1
21511839-ason-kdc041811-2-sentence,"New data suggest that this difference may be explained by a higher risk of early deaths among patients undergoing HD with central venous catheters, according to a study appearing in an upcoming issue of the Journal of the American Society of Nephrology (JASN).",1
21514236-icl-ism041911-0-title,Immigrant screening misses majority of imported latent TB  finds study,0
21514236-icl-ism041911-1-sentence,"Current UK procedures to screen new immigrants for tuberculosis (TB) fail to detect more than 70 per cent of cases of latent infection, according to a new study published in The Lancet Infectious Diseases.",0
21514236-icl-ism041911-2-sentence,"TB is caused by a bacterial infection which is normally asymptomatic, but around one in 10 infections leads to active disease, which attacks the lungs and kills around half of people affected.",3
21515879-uol-pws051711-0-title,Patients who see preferred doctor less likely to go for emergency hospital admission,1
21515879-uol-pws051711-1-sentence,A new study led by the University of Leicester has concluded that being able to see the GP of your choice in a doctor's surgery helps to reduce emergency hospital admissions.,3
21515879-uol-pws051711-2-sentence,The findings by researchers in the Department of Health Sciences at the University of Leicester revealed a correlation between patients being able to see a preferred GP and emergency hospital admissions.,1
21524213-epfd-stf042211-0-title,Swiss US team finds indigenous cases of leprosy in the Southern United States,0
21524213-epfd-stf042211-1-sentence,"Using advanced DNA analysis and extensive field work, an international research team has confirmed the link between leprosy infection in Americans and direct contact with armadillos.",1
21524213-epfd-stf042211-2-sentence,"In a joint collaboration between the Global Health Institute at EPFL in Switzerland and Louisiana State University, clear evidence was found that a never-before-seen strain of Mycobacterium leprae has emerged in the Southern United States and that it is transmitted through contact with armadillos carrying the disease.",3
21524981-sc-sfh051111-0-title,Study finds highest reported BPA level in pregnant woman and associated abnormalities in infant,1
21524981-sc-sfh051111-1-sentence,A new case study examining an infant's neurobehavioral abnormalities and extremely high bisphenol A (BPA) concentration of the baby's mother suggests a link between the two.,1
21524981-sc-sfh051111-2-sentence,"The study, Environmental Health Perspectives: A Case Study of High Prenatal Bisphenol A Exposure and Infant Neonatal Neurobehavior, was led by researcher Sheela Sathyanarayana, MD of Seattle Children's Research Institute, and recently published online in Environmental Health Perspectives.",0
21525528-bmj-ild042611-0-title,IPF lung disease numbers are rising quickly to become a significant cause of mortality in UK,3
21525528-bmj-ild042611-1-sentence,"The number of cases of idiopathic pulmonary fibrosis (IPF) has continued to rise significantly in the first decade of the 21st century and could lead to more deaths than ovarian cancer, lymphoma, leukaemia, or kidney cancer, reveals research published ahead of print in the Thorax journal.",2
21525528-bmj-ild042611-2-sentence,IPF is the most common of the pneumonias that happen without an apparent cause and previous studies have shown that incidence and deaths from the disease are rising in the UK and the USA.,0
21526228-plos-rrv041311-0-title,Routine rotavirus vaccination in Brazil has reduced diarrhea deaths in children,3
21526228-plos-rrv041311-1-sentence,"Rotavirus vaccination in all areas of Brazil is associated with reduced diarrhea-related deaths and hospital admissions in children aged under five years, reports a study in this week's PLoS Medicine.",1
21526228-plos-rrv041311-2-sentence,"Manish Patel from the Centers for Disease Control and Prevention in Atlanta, Georgia, USA, and colleagues show that these real-world impact data--what actually happens in reality rather than in strictly controlled clinical trial settings--are consistent with the clinical trials and conclude that their study strengthens the evidence base for use of rotavirus vaccination as an effective measure for controlling severe and fatal childhood diarrhea.",3
21527461-bmj-co042711-0-title,Concern over  excessive  doses of thyroid drugs for older patients,0
